,text,favourite_count,retweet_count,created_at
164,"RT @armyspoke_news: ⛑On 31 July, 2021, medical personnel from Phramongkutklao College of Medicine provided proactive screening for Covid-19…",0,405,2021-08-02 23:59:29
165,"RT @WADeptHealth: As the Delta variant spreads rapidly, COVID-19 cases are also increasing. 📈 Protect yourself and others by getting vaccin…",0,89,2021-08-02 23:59:29
166,RT @ReutersWorld: U.S. Senator Lindsey Graham says he tested positive for COVID-19 https://t.co/dq0GP2ssY0 https://t.co/mQH9oOGge9,0,5,2021-08-02 23:59:29
167,"RT @josh_tep: Hey, everyone.  As you may know, my dad recently passed away from COVID-19 related complications.  I’ve lowered the reserve o…",0,155,2021-08-02 23:59:28
168,"RT @jomareewade: This is how to do a headline:

""Less than 1% of fully vaccinated people experience a breakthrough Covid-19 infection""

htt…",0,79,2021-08-02 23:59:28
169,"RT @MartySilkHack: NEW: Queensland has recorded 16 new locally-acquired cases of COVID-19.

All linked to the west Brisbane cluster.

The t…",0,17,2021-08-02 23:59:28
170,RT @WSILNews: Contact tracers are trying to determine if anyone picked up the coronavirus during a boisterous St. Louis County Council meet…,0,1,2021-08-02 23:59:28
171,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:59:28
172,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:59:27
173,"@noirsavant2 @John_Kafey Image très malhonnête...

""About three-fourths of people infected in a Massachusetts Covid-19 outbreak were fully vaccinated against the coronavirus with four of them ending up in the hospital""",0,0,2021-08-02 23:59:27
174,"RT @joshrogin: New congressional report says covid-19 likely emerged in Wuhan in SEPTEMBER 2019, not December https://t.co/0ZDnggrIBv by me…",0,632,2021-08-02 23:59:26
175,RT @DWUhlfelderLaw: More lines in Florida to get COVID-19 tests https://t.co/PJHfso8qXe,0,609,2021-08-02 23:59:26
176,RT @etskylight: We are proud to announce that all our colleagues received their first dose of vaccinations against the COVID-19 virus. The…,0,520,2021-08-02 23:59:26
177,"RT @MartySilkHack: NEW: Queensland has recorded 16 new locally-acquired cases of COVID-19.

All linked to the west Brisbane cluster.

The t…",0,17,2021-08-02 23:59:26
178,"RT @EricHaftelLive: Four days ago, Senator Lindsey Graham mocked House Democrats for wearing masks.

Today, Senator Lindsey Graham has test…",0,371,2021-08-02 23:59:25
179,"I heard the covid-19 strain has never even been isolated. And when the scientists in India said that last year, they were removed from the University.",0,0,2021-08-02 23:59:25
180,@liithadonnnn @Zitlalihp @jiggyjayy2 during a whole Covid-19 pandemic on top of that,15,0,2021-08-02 23:59:25
181,"RT @RioSlade: Savannah hospitals facing influx of Covid cases, numbers almost doubled in last week

As expected, Savannah hospitals are see…",0,2,2021-08-02 23:59:25
182,"RT @CAgovernor: California offers in-home vaccinations and free transportation to vaccine appointments.

COVID-19 vaccines are free, safe,…",0,521,2021-08-02 23:59:24
183,New from JSOnline and PackersNews: Packers hoping to avoid Vikings' setbacks involving COVID-19 protocols https://t.co/aGU15rLL65 #Packers,9,3,2021-08-02 23:59:24
184,"RT @WandrMe: Delta/LATAM filed updates to  JV/ATI request, with bold claims of increased service, including:
-At least nine new nonstop U.S…",0,6,2021-08-02 23:59:24
185,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:59:24
186,"RT @CAgovernor: California offers in-home vaccinations and free transportation to vaccine appointments.

COVID-19 vaccines are free, safe,…",0,521,2021-08-02 23:59:24
187,"RT @beverleyturner: Dear @tiktok_uk and @castingcallpro...
Please can you explain this? Why are you advertising for actors to film themselv…",0,2117,2021-08-02 23:59:24
188,"RT @TheInsiderPaper: ALERT - Top editor at the New York Times instructed Times staffers not to investigate the origins of COVID-19, two Tim…",0,569,2021-08-02 23:59:24
189,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:59:24
190,RT @POTUS: This morning I met with members of my COVID-19 response team as we continue to fight the Delta variant surging across the countr…,0,2280,2021-08-02 23:59:24
191,"RT @michaelcdeibert: Mr Lordi, singer of Finnish heavy metal band Lordi, receives his second dose of Covid-19 vaccine in Rovaniemi, Finland…",0,9106,2021-08-02 23:59:23
192,RT @StateDept: Sharing safe and effective vaccines with the world is a key part of defeating COVID-19. The second shipment to Moldova of th…,0,52,2021-08-02 23:59:23
193,"RT @TheInsiderPaper: ALERT - Top editor at the New York Times instructed Times staffers not to investigate the origins of COVID-19, two Tim…",0,569,2021-08-02 23:59:23
194,"RT @AaronParnas: Ron DeSantis knows that increasing COVID-19 cases hurts his re-election chances. 

That's why he has resorted to concealin…",0,855,2021-08-02 23:59:22
195,"RT @Rosenlaw: TN state rep David Byrd once accused the media of sensationalizing the COVID-19 pandemic. Now, after 55 days on a ventilator,…",0,1495,2021-08-02 23:59:22
196,RT @tribstar: Indiana State University is now offering incentives to encourage more students and employees to get vaccinated against COVID-…,0,1,2021-08-02 23:59:22
197,"RT @joshrogin: New congressional report says covid-19 likely emerged in Wuhan in SEPTEMBER 2019, not December https://t.co/0ZDnggrIBv by me…",0,632,2021-08-02 23:59:22
198,"RT @CBCAlerts: Sask. reports 29 new COVID-19 cases, 7-day average dips to 51. https://t.co/22XcdlRiS2",0,3,2021-08-02 23:59:21
199,"RT @serena_patriot: Impeach Biden for what?

-Strong economy
-High rates of vaccination
-3 available COVID-19 vaccines
-America being respe…",0,1361,2021-08-02 23:59:21
200,"RT @DrCraigEmerson: The delta variant of Covid-19 entered Australia via an unvaccinated, unmasked limousine driver transporting an overseas…",0,619,2021-08-02 23:59:21
201,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:59:21
202,"RT @TheInsiderPaper: ALERT - Top editor at the New York Times instructed Times staffers not to investigate the origins of COVID-19, two Tim…",0,569,2021-08-02 23:59:21
203,"RT @armyspoke_news: https://t.co/e7SMFWt5bY

🚍RTA has transported 13,227 cases of COVID-19 patients and the deceased in the Bangkok Metropo…",0,334,2021-08-02 23:59:21
204,RT @nataliegwinters: BOMBSHELL: Former National Intelligence Director Says ‘Every Piece Of Evidence’ Proves COVID-19 Leaked From Wuhan Lab.…,0,475,2021-08-02 23:59:20
205,"RT @zahidpatka: #ModiTheWorldLeader PM @narendramodi JI Epitome Of Humanity &amp; Believes In 
#VasudhaivaKutumbakan "" The World Is One Family…",0,3,2021-08-02 23:59:20
206,"RT @SethAbramson: BUSINESS INSIDER: Senator Ron Johnson (R-WI) Would Support Vaccine Mandate for An ""Incredibly Deadly"" Virus—But Not COVID…",0,514,2021-08-02 23:59:19
207,Fifteen more Utahns have died of COVID-19 according to the state’s Department of Health. That’s a three day total dating back to Friday.  #COVID19Utah https://t.co/ySbfgaBIrY,0,0,2021-08-02 23:59:19
208,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:59:19
209,"RT @lapublichealth: Getting Vaccinated in L.A. County is Easier Than Ever - 
2,361 New Confirmed Cases of COVID-19 in Los Angeles County an…",0,22,2021-08-02 23:59:19
210,"RT @piruthivi_al: According to updated data from the Union Health Ministry, the top 5 states which registered maximum Covid-19 cases are Ke…",0,98,2021-08-02 23:59:18
211,"RT @NBCNews: BREAKING: Sen. Graham says he tested positive for Covid-19.

“I am very glad I was vaccinated because without vaccination I am…",0,276,2021-08-02 23:59:18
212,"RT @1Obefiend: How many of your family members already died because of Covid-19?

I'll start.

9",0,3671,2021-08-02 23:59:18
213,"RT @drefanzor: Kathy Griffin has lung cancer.

Here she is in October 2020 when President Trump was hospitalized for COVID-19:",0,2039,2021-08-02 23:59:17
214,RT @KJP46: FACT: The COVID-19 vaccines are working.,0,431,2021-08-02 23:59:17
215,RT @placentadoc: If you’re pregnant - in ANY trimester- I’m pleading with you to get the COVID-19 vaccine. It is safe. It is effective. It…,0,4559,2021-08-02 23:59:17
216,RT @thehill: YouTube bars Murdoch-owned news outlet from uploads over COVID-19 misinformation https://t.co/KkAiGcLjS4 https://t.co/0ZI49wWg…,0,37,2021-08-02 23:59:17
217,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:59:17
218,RT @thehill: YouTube bars Murdoch-owned news outlet from uploads over COVID-19 misinformation https://t.co/KkAiGcLjS4 https://t.co/0ZI49wWg…,0,37,2021-08-02 23:59:17
219,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:59:16
220,"Struggling for breath for hours with fevers of over 40 degrees. That was the COVID-19 reality for Sydney mum Melissa Green as her body fought the deadly virus. #9Today 

https://t.co/P0hPXG1xrV",3,2,2021-08-02 23:59:16
221,RT @TheAsiaGroup: Exciting news for Vietnam: @vingroupvietnam Vinbiocare has entered into a collaboration and licensed production agreement…,0,11,2021-08-02 23:59:16
222,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:59:16
223,"RT @Koreaboo: Fans Celebrate As TREASURE’s Doyoung and Junghwan Make Their First Public Appearance Since COVID-19 Diagnosis

https://t.co/C…",0,2359,2021-08-02 23:59:16
224,RT @PattyMurray: The science and experts agree: the COVID-19 vaccines are safe and effective—and it’s incredibly important that you get one.,0,358,2021-08-02 23:59:15
225,Windows 11 is the COVID-19 vaccine for your PC https://t.co/YFIJNmEbHS,0,0,2021-08-02 23:59:15
226,"RT @nataliegwinters: COVID-19 ""experts"" like @PeterDaszak should face criminal prosecution.

They lied. People died. https://t.co/JeVYKpz1Js",0,409,2021-08-02 23:59:15
227,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:59:15
228,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:59:15
229,RT @ThePocketReport: BREAKING: Senator Lindsey Graham (5’7”) has tested positive for Covid-19,0,2052,2021-08-02 23:59:14
230,"@DeMar_DeRozan Yo, come back to Toronto!! No Covid 19",1,0,2021-08-02 23:59:14
231,"RT @rajpanjabi: Among the fully vaccinated, the percentage who die from COVID-19 is nearly 0. 

Among those dying from COVID-19, the percen…",0,2001,2021-08-02 23:59:13
232,Fuck Around &amp; Found Out! ⁦@LindseyGrahamSC⁩ or are using #Trump tactics? ⁦@SenateDems⁩ I thought you guys had to #vaccinated to in person?  https://t.co/Zf6EfoTGUd,0,0,2021-08-02 23:59:13
233,"RT @globaltimesnews: Some 2019 EVALI patients in the #US may have been infected with #COVID19, sources said, and scientists urged the US to…",0,92,2021-08-02 23:59:13
234,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:59:13
235,RT @ArianaGrande: vaxxed n masked. https://t.co/hVzNJzJJdY https://t.co/KSQpUniJoG,0,25986,2021-08-02 23:59:12
236,"RT @Fla_Pol: .@NikkiFried accuses @GovRonDeSantis of delaying Florida's #COVID19 data to CDC 

by @haleybrown0

https://t.co/QuCltaRtf5 

#…",0,13,2021-08-02 23:59:12
237,"RT @SenatorCardin: It’s National Immunization Awareness Month, and there’s no better way to celebrate than getting vaccinated against COVID…",0,44,2021-08-02 23:59:12
238,RT @JDeanWilliams: Can’t believe COVID-19 was renewed for season 2.,0,1235,2021-08-02 23:59:11
239,"RT @Teodrose_Burner: I believe the same story will be the narrative of humanity, we're about to endure tests that are truly biblical. I pra…",0,2,2021-08-02 23:59:11
240,RT @USinNigeria: We are proud to announce the delivery of 4 million doses of the Moderna #COVID19 vaccines to Nigeria through #COVAX in coo…,0,41,2021-08-02 23:59:11
241,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:59:10
242,RT @Trump_Detester: Breaking: Trump’s dog has tested positive for COVID-19. https://t.co/k8CoLwDCdK,0,99,2021-08-02 23:59:10
243,"WPLG Local 10: COVID-19 cases, hospitalizations once again on the rise in Miami-Dade County.
https://t.co/qzbSrxf6rQ",0,0,2021-08-02 23:59:10
244,"“just found out about covid-19 delta, pissing and vomiting rn” https://t.co/UVw9HKOMjF",5,0,2021-08-02 23:59:10
245,"Raiders GM Mike Mayock tests positive for COVID-19, feels 'very good' – NFL News https://t.co/Ff6ybZNY9M https://t.co/O2nFlBAlkl",0,0,2021-08-02 23:59:10
246,"RT @AdamSchefter: Raiders’ GM Mike Mayock tested positive for COVID-19 and is now working from home, he confirmed Monday. The 62-year-old M…",0,592,2021-08-02 23:59:10
247,"RT @CHNOLA: Today, @GMA's @janai reported on the rapid rise in covid-19 cases live from #CHNOLA, and our pediatric intensivist, Dr. Nihal G…",0,4,2021-08-02 23:59:10
248,"In conversation with Dr Sarb Johal on the psychology of living through our Covid-19 era, by @bernardchickey https://t.co/HBbHJlVfL3",1,1,2021-08-02 23:59:10
249,"RT @mmpadellan: BREAKING: Senator Lindsey Graham has tested positive for COVID-19.

Still testing negative for spine, tho.",0,6425,2021-08-02 23:59:09
250,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:59:09
251,"RT @Koreaboo: Fans Celebrate As TREASURE’s Doyoung and Junghwan Make Their First Public Appearance Since COVID-19 Diagnosis

https://t.co/C…",0,2359,2021-08-02 23:59:09
252,RT @USATODAY: The Biden administration extended a Trump-era policy Monday that allows migrants to be expelled to prevent the spread of COVI…,0,14,2021-08-02 23:59:09
253,RT @HighWireTalk: Doesn't this make you feel confident it's all about the science? RT Chicago Mayor Delays New COVID-19 Restrictions As Lol…,0,111,2021-08-02 23:59:09
254,RT @nataliegwinters: BOMBSHELL: Former National Intelligence Director Says ‘Every Piece Of Evidence’ Proves COVID-19 Leaked From Wuhan Lab.…,0,475,2021-08-02 23:59:09
255,RT @JDeanWilliams: Can’t believe COVID-19 was renewed for season 2.,0,1235,2021-08-02 23:59:09
256,"Top RNC official in Florida spreads Covid-19 conspiracies, calling vaccines the 'mark of the beast'
https://t.co/3vbsUmYbEW",1,0,2021-08-02 23:59:09
257,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:59:09
258,"RT @serena_patriot: Impeach Biden for what?

-Strong economy
-High rates of vaccination
-3 available COVID-19 vaccines
-America being respe…",0,1361,2021-08-02 23:59:08
259,RT @AnaCabrera: More than 99.99% of people fully vaccinated against Covid-19 have not had a breakthrough case resulting in hospitalization…,0,4912,2021-08-02 23:59:08
260,RT @christufton: Got your COVID-19 vaccine? Then repost this image! Show the world that you are committed to protecting lives and ending th…,0,467,2021-08-02 23:59:08
261,"RT @joshrogin: New congressional report says covid-19 likely emerged in Wuhan in SEPTEMBER 2019, not December https://t.co/0ZDnggrIBv by me…",0,632,2021-08-02 23:59:08
262,RT @ejmontini: More schools need to defy Gov. Doug Ducey's COVID-19 death decree https://t.co/iyoxOzYLuR via @azcentral,0,259,2021-08-02 23:59:08
263,RT @thehill: More than a million people under new lockdown in China amid COVID-19 outbreak https://t.co/JnGAfHGm8s https://t.co/q0TV4PMEQE,0,52,2021-08-02 23:59:07
264,RT @PattyMurray: The science and experts agree: the COVID-19 vaccines are safe and effective—and it’s incredibly important that you get one.,0,358,2021-08-02 23:59:07
265,Raiders GM Mike Mayock says he tested positive for COVID-19 – NFL News https://t.co/hcc4GYxcsG https://t.co/HyrveEvIKX,0,0,2021-08-02 23:59:07
266,"RT @tomaskenn: Florida covid-19 cases jumped 50 percent over the past week. There were more than 110,000 new cases recorded this week, a ju…",0,179,2021-08-02 23:59:07
267,"Blue Earth County wasn’t considered a COVID-19 hotspot as of Monday, but the delta variant’s fast spread has health officials predicting more counties will get there soon. More case growth could prompt renewed masking protocols at MSU. https://t.co/EMu0HvgtLp",0,0,2021-08-02 23:59:07
268,"RT @CNN: ""...The CDC has not gone far enough to ensure kids and schools are safe. By offering the 'option' for local ordinances to rule ...…",0,80,2021-08-02 23:59:07
269,RT @AnaCabrera: More than 99.99% of people fully vaccinated against Covid-19 have not had a breakthrough case resulting in hospitalization…,0,4912,2021-08-02 23:59:07
270,RT @thehill: More than a million people under new lockdown in China amid COVID-19 outbreak https://t.co/JnGAfHGm8s https://t.co/q0TV4PMEQE,0,52,2021-08-02 23:59:07
271,RT @crikey_news: Queensland’s CHO has doubled down on her call for young adults to avoid AstraZeneca while acknowledging Delta as far “more…,0,2,2021-08-02 23:59:07
272,"RT @globaltimesnews: Exlusive: After reviewing some 250 chest CT scans from published papers, Chinese scientists found that some 2019 e-cig…",0,248,2021-08-02 23:59:07
273,"RT @BrettKelman: Tennessee is reporting an average of 2,325 COVID-19 infections per day, up 938% since July 1. Deaths per day up from 3 to…",0,475,2021-08-02 23:59:07
274,"RT @MartySilkHack: NEW: Queensland has recorded 16 new locally-acquired cases of COVID-19.

All linked to the west Brisbane cluster.

The t…",0,17,2021-08-02 23:59:07
275,"RT @BurkhalterEddie: Today there are 1,583 hospitalized in Alabama with COVID-19, and 38 of them are children, according to the Alabama Hos…",0,19,2021-08-02 23:59:06
276,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:59:06
277,"RT @SandraSentinel: FACT is children crossing southern border illegally are bringing in and spreading COVID-19 (of course so are adults)

W…",0,77,2021-08-02 23:59:06
278,"RT @thetonymichaels: Lady G has been downplaying the threat of the #Delta variant…

Now he test positive for Covid-19 and fuckin stupidity!…",0,29,2021-08-02 23:59:06
279,Like every war. We are forced to take sides. This is the current narrative in the US. I’d like to think that taking the vaccine is like taking a bullet for the war against Covid-19 voluntarily. So yeah quit watching and believing shit on your phones https://t.co/QLp1CXNliy,0,0,2021-08-02 23:59:06
280,RT @scientificrealm: BREAKING: Lindsay Graham's COVID-19 infection proves that kissing Donald Trump’s butt maskless can indeed transmit Sar…,0,15,2021-08-02 23:59:06
281,"RT @SenDuckworth: COVID-19 is not a hoax.

It’s not political.

The Delta variant is real, deadly and spreading like wildfire.

Get vaccina…",0,1106,2021-08-02 23:59:06
282,"RT @drefanzor: Kathy Griffin has lung cancer.

Here she is in October 2020 when President Trump was hospitalized for COVID-19: https://t.co…",0,2039,2021-08-02 23:59:06
283,Appeals Court Upholds Indiana University's Vaccine Mandate https://t.co/Q77n0XC52s via @newsmax,0,0,2021-08-02 23:59:05
284,"@RonDesantisFl 
I'm not visiting FL family this year. Take control of pandemic or lose tourist $$ 

""FL Hospital Assoc on Mon reported 10,389 Covid-19 hospitalizations.""

Florida Covid hospitalizations shatter record as DeSantis downplays threat https://t.co/NaT6gTZC8A #SmartNews",1,1,2021-08-02 23:59:05
285,"RT @VickerySec: “Ok, Mr. Employer, you don’t want to require your workforce to be vaccinated against covid-19 because it makes you feel may…",0,132,2021-08-02 23:59:05
286,Louisiana Gov. John Bel Edwards has implemented a statewide indoor mask mandate to combat the spread of COVID-19 and the delta variant of the virus. https://t.co/AlfF9MTE0N,0,0,2021-08-02 23:59:04
287,"RT @LouisianaGov: Today, I am reinstating Louisiana’s statewide mask mandate indoors for all people ages 5 &amp; up as COVID-19 cases &amp; hospita…",0,1501,2021-08-02 23:59:04
288,RT @tomaskenn: This is insane. While hospitals in Orlando are overwhelmed with people hospitalized due to Covid-19 and Florida still leadin…,0,157,2021-08-02 23:59:04
289,"COVID19 does not care if you are conservative. Even if you do not die you risk long-term health issues. 
https://t.co/EUl2UjjcJX",2,1,2021-08-02 23:59:04
290,"RT @SenatorWarnock: As we continue to fight the impacts of the COVID-19 pandemic &amp; the rapidly spreading Delta variant, it’s imperative we…",0,166,2021-08-02 23:59:04
291,"RT @TheDemCoalition: Sen. Durbin says Ingraham and Carlson are ""anti-vax quacks"" and have circulated ""what I consider to be irresponsible i…",0,75,2021-08-02 23:59:04
292,"""Had the government delivered on its original timetable, Australia would almost certainly have been in a much stronger position, with shorter lockdowns and less draconian measures needed to quash the virus.""

https://t.co/y8uv06xU55",9,6,2021-08-02 23:59:04
293,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:59:04
294,RT @davenewworld_2: Anti-masker and COVID-denier David Byrd is a GOP representative from Tennessee who admits to suffering from COVID-19 fo…,0,1869,2021-08-02 23:59:04
295,"RT @kylegriffin1: BATON ROUGE, La. (AP) -- Louisiana reinstates indoor mask mandate, including in schools, as COVID-19 surges and restricti…",0,1554,2021-08-02 23:59:03
296,"@govuk Why do UK residents who have recovered from Covid-19 have to quarantine when returning from amber countries, especially if they have also had one vaccination? Will this change?",0,0,2021-08-02 23:59:03
297,"RT @PremierScottMoe: At 9 am today, CBC news posted a story containing the completely inaccurate and irresponsible statement that Saskatche…",0,403,2021-08-02 23:59:03
298,"RT @koestreicher34: Some notable Ravens absences on offense so far during 2021 training camp

- Lamar Jackson (COVID-19)
- Gus Edwards (COV…",0,24,2021-08-02 23:59:03
299,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:59:03
300,"RT @1Obefiend: How many of your family members already died because of Covid-19?

I'll start.

9",0,3671,2021-08-02 23:59:03
301,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:59:03
302,COVID-19 focus boosts Nikki Fried’s ‘national platform’ https://t.co/TcK85oYBsR,0,0,2021-08-02 23:59:03
303,RT @MarkMeadows: Biden and Harris want you to believe we’re in a COVID-19 emergency while they do nothing to stop this,0,2156,2021-08-02 23:59:03
304,Adult-onset Rasmussen’s Encephalitis. Post HSV and NMDA receptor encephalitis. COVID-19 GBS. Hemorrhagic toxoplasmosis. Spanish-speaking patients from three different continents. A procedure filled day (3/3 on LPs!). Just a sprinkling of the variety here @EmoryNeuroCrit 💕,9,0,2021-08-02 23:59:03
305,"RT @VickerySec: “Ok, Mr. Employer, you don’t want to require your workforce to be vaccinated against covid-19 because it makes you feel may…",0,132,2021-08-02 23:59:03
306,"Struggling with the Delta variant, Vietnam has to force a change in vaccine policy 🦠💉🇻🇳
https://t.co/pY2iybWebj",9,0,2021-08-02 23:59:03
307,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:59:03
308,"RT @TheInsiderPaper: ALERT - Top editor at the New York Times instructed Times staffers not to investigate the origins of COVID-19, two Tim…",0,569,2021-08-02 23:59:02
309,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:59:02
310,"Three Riverside County supervisors quarantined after positive COVID-19 test.

Story by @JeffHorseman: https://t.co/gLzu8DkYT5 https://t.co/IZRaGzMtgy",1,1,2021-08-02 23:59:02
311,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:59:02
312,"RT @MartySilkHack: NEW: Queensland has recorded 16 new locally-acquired cases of COVID-19.

All linked to the west Brisbane cluster.

The t…",0,17,2021-08-02 23:59:02
313,"RT @AaronParnas: While Ron DeSantis has gone silent, @NikkiFried is giving daily briefings on COVID-19 and the status of the pandemic in Fl…",0,2417,2021-08-02 23:59:01
314,RT @ChuckCallesto: BREAKING REPORT:  74% of Covid-19 Cases in “Cape Cod Cluster Outbreak” Were Fully Vaccinated...,0,2700,2021-08-02 23:59:01
315,"RT @tomaskenn: It's wild that while Florida is leading nationwide in Covid-19 cases, hospitalizations, and deaths, Ron Desantis threatens t…",0,217,2021-08-02 23:59:01
316,"Here is the COVID-19 update for July 30.  Numbers continue to climb as we begin this first week of August.  Stay vigilant and social distance, mask up, use hand washing, and get a vaccine!  For more details on upcoming vaccine clinics, go to https://t.co/UWjngh131x. https://t.co/DJr4NU3g7a",0,0,2021-08-02 23:59:01
317,RT @Pistachioverte: @BillFOXLA @FoxNews Same administration telling us how extremely concerned it is about COVID-19.  How serious are we ab…,0,121,2021-08-02 23:59:01
318,"RT @FoodBankCENC: 🚛 Since COVID-19, the Food Bank has rented an additional 4 trucks &amp; 10 trailers to distribute more food.

🚛 Now this beau…",0,1,2021-08-02 23:59:00
319,@AndrewRCraig I think the vaccine reduces the externalities problem of COVID-19 in the same way that seatbelts reduce the externalities problem of drunk driving.,2,0,2021-08-02 23:59:00
320,"RT @LouisianaGov: Today, I am reinstating Louisiana’s statewide mask mandate indoors for all people ages 5 &amp; up as COVID-19 cases &amp; hospita…",0,1501,2021-08-02 23:59:00
321,"Education in the time of Covid-19, How can AI help? Read our CCO's inputs here https://t.co/JoeR8ixdxj
#education #EduTech #elearning #AI #COVID19",2,2,2021-08-02 23:59:00
322,"RT @DataDrivenMD: New Zealand PM @jacindaardern’s leadership during the COVID-19 pandemic has been masterful

News that she is feeling ill…",0,14,2021-08-02 23:59:00
323,"RT @POTUS: We are prepared to deal with the surge in COVID-19 cases like never before.  
 
Unlike a year ago, we have the ability to save l…",0,6686,2021-08-02 23:59:00
324,"RT @UNC: We strongly encourage all #UNC students, faculty and staff to get the COVID-19 vaccine as soon as possible and tell us when you ar…",0,17,2021-08-02 23:59:00
325,RT @tplohetski: BREAKING: Austin health officials say the city has now crossed into Stage 5 risk for COVID-19 spread.,0,2821,2021-08-02 23:59:00
326,Lindsey Graham Possibly Exposed Joe Manchin's Boat Party to COVID-19 https://t.co/WGlmP4Vr9J,2,1,2021-08-02 23:59:00
327,"RT @AnaCabrera: NEW: Kaiser Permanente, one of the nation’s largest health care providers, will require all of its physicians and employees…",0,3885,2021-08-02 23:58:59
328,"RT @GoodwinMJ: 2020 was the most violent year in America so far in 21st century with biggest increase in murder rate for decades. 21,000 pe…",0,21,2021-08-02 23:58:59
329,"RT @AnaCabrera: NEW: 168 students and 3 teachers in quarantine after first week of school in Marion, Arkansas due to positive cases and pos…",0,5972,2021-08-02 23:58:59
330,RT @BethanyinCBR: I’m happy to sign this petition to fine SkyNews. But I’d like to see this go further and see SkyNews banned altogether. S…,0,113,2021-08-02 23:58:59
331,"@sonofnels @davematt88 Yep. Important to take all that into account. 
https://t.co/gYdmQFSIgI",4,0,2021-08-02 23:58:59
332,"'People who do not want to be vaccinated may go elsewhere': Court sides with Indiana University on mandate, Indiana https://t.co/i7T5e8PLkW via @JCOnline",2,2,2021-08-02 23:58:59
333,RT @benitakolovos: Premier Daniel Andrews on rapid COVID-19 testing: “I won’t be taking advice from people on the front steps of parliament…,0,278,2021-08-02 23:58:59
334,"RT @ReallyAmerican1: If you’re a Republican Senator, your chances of testing positive for Covid-19 are higher than the general public.",0,387,2021-08-02 23:58:58
335,RT @joncoopertweets: U.S. finally reaches milestone set by President Biden of 70% of adults with at least one COVID-19 shot https://t.co/Ol…,0,112,2021-08-02 23:58:58
336,@KSNNews I'll take Covid 19 for the win.,0,0,2021-08-02 23:58:58
337,"RT @RonFilipkowski: Several area businesses are coming together to join Disney and require employees be vaccinated, and the anti-vaccers ar…",0,112,2021-08-02 23:58:57
338,"RT @RepSpeier: In order to qualify, renters must be financially impacted by COVID-19 &amp; have a household income at or below 80% of the Area…",0,57,2021-08-02 23:58:57
